onset	duration	ACC	RT
201999	400	0	0
206503	400	0	1301
211008	400	0	1133
215512	400	0	1081
220017	400	1	910
224521	400	1	1357
229026	400	1	742
233530	400	1	707
238035	400	0	1484
242539	400	1	621
247044	400	1	638
251548	400	1	1140
256053	400	1	799
260557	400	1	1040
265062	400	1	958
269566	400	0	0
274070	400	0	1382
278575	400	1	724
283079	400	0	860
287584	400	0	1468
292088	400	0	804
296593	400	1	929
301097	400	1	1396
305602	400	0	0
310106	400	1	903
314611	400	1	874
319115	400	1	869
323620	400	1	782
328124	400	1	765
332628	400	1	799
337133	400	1	797
341637	400	1	1508
346142	400	1	807
350646	400	1	858
355151	400	0	0
359655	400	0	0
364160	400	0	1624
368664	400	1	772
373169	400	1	1008
377673	400	1	761
382178	400	0	308
386682	400	1	1375
391187	400	0	335
395691	400	1	875
400196	400	1	1400
404700	400	0	1282
409204	400	1	1385
413709	400	0	1019
418213	400	0	1485
422718	400	0	1533
427222	400	1	1296
431727	400	1	1265
436231	400	1	785
440736	400	0	0
445240	400	1	911
449745	400	0	1464
454249	400	0	1270
458753	400	1	684
463258	400	0	1186
467762	400	1	705
512440	400	1	603
516945	400	1	788
521449	400	1	751
525954	400	1	813
530458	400	1	754
534963	400	1	818
539467	400	1	1027
543971	400	1	712
548476	400	1	939
552980	400	1	669
557485	400	1	728
561989	400	1	788
566494	400	1	682
570998	400	1	957
575503	400	0	1238
580007	400	1	1028
584512	400	1	771
589016	400	1	996
593521	400	1	630
598025	400	1	708
602530	400	0	1244
607034	400	0	1099
611539	400	0	0
616043	400	0	1419
620547	400	1	771
625052	400	1	1019
629556	400	1	497
634061	400	0	995
638565	400	1	1614
643070	400	1	904
647574	400	1	589
652079	400	1	529
656583	400	1	666
661088	400	1	642
665592	400	0	1073
670097	400	0	1157
674601	400	0	704
679105	400	1	1133
683610	400	1	1494
688114	400	1	482
692619	400	0	0
697123	400	1	1147
701628	400	1	908
706132	400	1	1017
710637	400	0	988
715141	400	1	1313
719646	400	1	1296
724150	400	1	847
728655	400	1	789
733159	400	1	1193
737663	400	1	799
742168	400	0	1059
746672	400	1	1343
751177	400	0	1322
755681	400	1	716
760186	400	0	0
764690	400	1	875
769195	400	0	831
773699	400	1	647
778204	400	1	1408
818911	400	1	871
823415	400	1	728
827920	400	1	955
832424	400	1	749
836929	400	1	981
841433	400	1	1144
845938	400	0	1220
850442	400	1	831
854946	400	1	989
859451	400	0	1034
863955	400	0	964
868460	400	1	1197
872964	400	1	1506
877469	400	1	737
881973	400	1	1304
886478	400	1	749
890982	400	0	1185
895487	400	1	1265
899991	400	1	984
904496	400	0	1447
909000	400	0	0
913504	400	0	251
918009	400	1	789
922513	400	0	875
927018	400	1	1081
931522	400	0	1164
936027	400	0	1214
940531	400	1	1267
945036	400	0	677
949540	400	1	526
954045	400	1	906
958549	400	1	1495
963054	400	0	0
967558	400	0	1058
972063	400	0	1215
976567	400	1	840
981071	400	1	1676
985576	400	0	247
990080	400	1	609
994585	400	1	863
999089	400	0	1218
1003594	400	1	1064
1008098	400	0	1168
1012603	400	1	623
1017107	400	0	1181
1021612	400	1	850
1026116	400	1	1262
1030621	400	0	956
1035125	400	1	1091
1039629	400	0	1058
1044134	400	0	848
1048638	400	0	1497
1053143	400	1	711
1057647	400	1	906
1062152	400	1	604
1066656	400	1	574
1071161	400	1	788
1075665	400	0	908
1080170	400	1	1059
1084674	400	0	555
1136159	400	1	1125
1140663	400	0	1162
1145167	400	0	0
1149672	400	0	320
1154176	400	1	910
1158681	400	1	872
1163185	400	1	657
1167690	400	1	831
1172194	400	1	975
1176699	400	0	0
1181203	400	1	659
1185708	400	0	452
1190212	400	1	928
1194717	400	0	863
1199221	400	0	0
1203725	400	1	350
1208230	400	1	692
1212734	400	0	989
1217239	400	0	1093
1221743	400	1	1007
1226248	400	1	1025
1230752	400	1	897
1235257	400	1	848
1239761	400	1	872
1244266	400	0	1392
1248770	400	0	793
1253275	400	1	1181
1257779	400	1	858
1262283	400	0	1245
1266788	400	1	584
1271292	400	1	925
1275797	400	1	699
1280301	400	0	894
1284806	400	1	834
1289310	400	1	496
1293815	400	1	1054
1298319	400	1	542
1302824	400	0	0
1307328	400	0	617
1311833	400	1	901
1316337	400	0	1425
1320842	400	0	1124
1325346	400	1	697
1329850	400	0	1048
1334355	400	1	1118
1338859	400	0	1289
1343364	400	1	1020
1347868	400	1	979
1352373	400	1	1140
1356877	400	1	871
1361382	400	0	1057
1365886	400	0	678
1370391	400	0	0
1374895	400	1	780
1379400	400	0	1283
1383904	400	1	614
1388409	400	0	1001
1392913	400	1	530
1397417	400	1	788
1401922	400	0	1320
