onset	duration	ACC	RT
150048	400	1	685
154552	400	1	707
159057	400	1	458
163561	400	1	838
168066	400	1	1080
172570	400	1	878
177074	400	1	758
181579	400	1	571
186084	400	1	869
190588	400	0	1036
195092	400	1	682
199597	400	1	972
204101	400	0	0
208606	400	0	472
213110	400	0	1206
217615	400	1	1396
222119	400	1	770
226624	400	1	836
231128	400	1	1312
235633	400	1	670
240137	400	1	781
244642	400	1	973
249146	400	1	971
253651	400	1	669
258155	400	0	762
262660	400	1	806
267164	400	1	1124
271669	400	1	627
276173	400	0	898
280678	400	0	872
285182	400	0	652
289686	400	0	676
294191	400	1	1347
298696	400	0	0
303200	400	1	1646
307705	400	1	541
312209	400	1	257
316713	400	0	791
321218	400	1	548
325722	400	0	654
330227	400	0	115
334731	400	0	836
339236	400	1	823
343740	400	0	0
348245	400	0	1061
352749	400	1	1212
357254	400	0	813
361758	400	1	598
366262	400	1	575
370767	400	0	282
375271	400	0	349
379776	400	0	0
384280	400	0	0
388785	400	1	674
393289	400	0	586
397794	400	1	697
402298	400	0	1589
406802	400	0	1523
411307	400	0	0
415811	400	0	83
485564	400	0	450
490068	400	0	0
494573	400	0	0
499077	400	0	0
503582	400	0	0
508086	400	1	727
512591	400	0	0
517095	400	0	881
521600	400	1	566
526104	400	0	473
530609	400	0	484
535113	400	1	538
539618	400	0	334
544122	400	0	780
548627	400	0	0
553131	400	0	0
557636	400	1	480
562140	400	0	0
566644	400	1	1203
571149	400	0	1418
575653	400	0	1536
580158	400	0	691
584662	400	0	0
589167	400	0	0
593671	400	0	0
598175	400	1	654
602680	400	0	0
607184	400	0	650
611689	400	1	1184
616193	400	0	0
620698	400	1	865
625202	400	1	882
629707	400	0	649
634211	400	0	0
638716	400	0	890
643220	400	1	647
647725	400	0	533
652229	400	0	0
656734	400	0	0
661238	400	1	642
665742	400	1	484
670247	400	0	480
674751	400	0	753
679256	400	0	661
683760	400	0	773
688265	400	0	810
692769	400	0	746
697274	400	1	724
701778	400	1	435
706283	400	1	579
710787	400	0	0
715292	400	1	854
719796	400	1	946
724301	400	0	587
728805	400	0	0
733309	400	0	291
737814	400	0	0
742318	400	1	562
746823	400	0	1604
751327	400	0	1424
830856	400	1	531
835361	400	0	390
839865	400	0	0
844369	400	1	266
848874	400	1	515
853378	400	0	458
857883	400	1	455
862387	400	1	918
866892	400	0	796
871396	400	0	0
875901	400	0	0
880405	400	1	948
884910	400	0	710
889414	400	1	986
893919	400	0	73
898423	400	0	0
902927	400	0	280
907432	400	0	0
911936	400	0	701
916441	400	0	496
920945	400	1	626
925450	400	0	783
929954	400	0	436
934459	400	0	773
938963	400	0	410
943468	400	0	591
947972	400	0	0
952477	400	1	488
956981	400	0	694
961486	400	1	1048
965990	400	0	685
970494	400	0	0
974999	400	1	765
979503	400	0	0
984008	400	0	522
988512	400	1	556
993017	400	0	237
997521	400	0	0
1002026	400	1	465
1006530	400	0	656
1011035	400	0	0
1015539	400	0	0
1020044	400	1	1039
1024548	400	0	882
1029052	400	0	532
1033557	400	1	856
1038061	400	1	665
1042566	400	1	1204
1047070	400	0	922
1051575	400	0	684
1056079	400	0	0
1060584	400	1	857
1065088	400	0	948
1069593	400	0	1214
1074097	400	1	1604
1078602	400	0	368
1083106	400	0	0
1087611	400	1	722
1092115	400	0	0
1096619	400	0	0
1174830	400	0	402
1179335	400	0	303
1183839	400	0	377
1188344	400	1	224
1192848	400	0	357
1197353	400	0	264
1201857	400	1	358
1206362	400	1	269
1210866	400	0	481
1215370	400	1	512
1219875	400	0	0
1224379	400	0	204
1228884	400	0	0
1233388	400	1	484
1237893	400	0	937
1242397	400	0	0
1246902	400	0	970
1251406	400	0	425
1255911	400	0	424
1260415	400	0	0
1264920	400	1	239
1269424	400	1	1006
1273928	400	0	597
1278433	400	1	1050
1282937	400	1	788
1287442	400	0	0
1291946	400	1	780
1296451	400	1	848
1300955	400	0	0
1305460	400	1	1485
1309964	400	0	586
1314469	400	0	0
1318973	400	0	0
1323478	400	0	515
1327982	400	1	713
1332487	400	1	675
1336991	400	0	521
1341495	400	0	606
1346000	400	1	534
1350504	400	0	0
1355009	400	0	0
1359513	400	0	0
1364018	400	0	0
1368522	400	0	0
1373027	400	1	498
1377531	400	1	458
1382036	400	0	482
1386540	400	0	350
1391045	400	1	734
1395549	400	0	575
1400053	400	1	448
1404558	400	0	447
1409062	400	0	792
1413567	400	0	0
1418071	400	0	391
1422576	400	0	415
1427080	400	0	387
1431585	400	1	1558
1436089	400	0	659
1440594	400	1	449
