onset	duration	ACC	RT
175279	400	1	706
179784	400	1	755
184288	400	1	656
188792	400	1	716
193297	400	1	703
197801	400	1	951
202306	400	1	945
206810	400	1	662
211315	400	1	709
215819	400	1	442
220324	400	1	1183
224828	400	1	684
229333	400	1	593
233837	400	1	801
238342	400	1	750
242846	400	0	1236
247350	400	0	1371
251855	400	1	623
256359	400	1	731
260864	400	1	852
265368	400	1	665
269873	400	0	618
274377	400	1	653
278882	400	1	708
283386	400	1	530
287891	400	1	984
292395	400	1	513
296900	400	1	692
301404	400	0	1078
305908	400	1	587
310413	400	1	449
314917	400	1	538
319422	400	1	747
323926	400	1	830
328431	400	1	770
332935	400	0	912
337440	400	1	628
341944	400	1	746
346449	400	1	697
350953	400	1	695
355458	400	1	788
359962	400	1	688
364467	400	0	775
368971	400	1	448
373476	400	1	698
377980	400	1	1037
382485	400	1	827
386989	400	1	767
391494	400	1	733
395998	400	1	756
400502	400	1	663
405007	400	1	723
409511	400	0	931
414016	400	1	718
418520	400	1	695
423025	400	1	681
427529	400	1	654
432034	400	1	920
436538	400	1	772
441043	400	1	508
470038	400	1	645
474543	400	1	738
479047	400	1	714
483552	400	1	572
488056	400	1	665
492561	400	1	956
497065	400	1	674
501569	400	1	997
506074	400	1	1132
510578	400	1	811
515083	400	1	730
519587	400	1	708
524092	400	1	675
528596	400	1	917
533101	400	1	522
537605	400	1	653
542110	400	1	718
546614	400	1	881
551119	400	1	716
555623	400	1	937
560128	400	1	701
564632	400	0	898
569137	400	1	632
573641	400	0	1193
578146	400	1	695
582650	400	1	773
587155	400	0	852
591659	400	1	685
596163	400	1	1031
600668	400	0	1194
605172	400	1	751
609677	400	1	1218
614181	400	1	734
618686	400	0	873
623190	400	1	810
627695	400	1	636
632199	400	1	780
636704	400	1	1007
641208	400	0	1103
645713	400	1	981
650217	400	1	665
654722	400	1	772
659226	400	1	866
663730	400	1	1333
668235	400	1	984
672739	400	1	745
677244	400	1	916
681748	400	1	740
686253	400	1	701
690757	400	1	1091
695262	400	1	646
699766	400	1	691
704271	400	0	772
708775	400	1	756
713280	400	1	694
717784	400	1	699
722288	400	0	597
726793	400	1	902
731297	400	1	608
735802	400	0	1072
771020	400	1	769
775525	400	1	700
780029	400	1	733
784534	400	1	722
789038	400	1	692
793543	400	1	676
798047	400	1	705
802551	400	1	869
807056	400	1	734
811560	400	1	846
816065	400	1	756
820569	400	1	804
825074	400	1	525
829578	400	1	872
834083	400	0	1195
838587	400	1	1060
843092	400	1	517
847596	400	1	1414
852101	400	1	844
856605	400	0	753
861110	400	0	993
865614	400	1	891
870119	400	0	995
874623	400	0	1071
879128	400	0	0
883632	400	1	723
888136	400	1	735
892641	400	1	704
897145	400	1	862
901650	400	1	1103
906154	400	1	952
910659	400	1	667
915163	400	1	627
919668	400	1	605
924172	400	1	850
928677	400	0	856
933181	400	0	769
937686	400	1	561
942190	400	1	780
946695	400	0	991
951199	400	1	767
955703	400	1	899
960208	400	0	1059
964712	400	1	680
969217	400	0	1343
973721	400	0	0
978226	400	1	677
982730	400	0	1306
987235	400	1	1228
991739	400	1	734
996244	400	1	1297
1000748	400	0	855
1005253	400	1	762
1009757	400	1	743
1014262	400	1	1168
1018766	400	1	638
1023270	400	1	931
1027775	400	1	699
1032279	400	1	912
1036784	400	1	1384
1067231	400	1	631
1071735	400	1	876
1076240	400	1	520
1080744	400	1	852
1085249	400	1	876
1089753	400	1	726
1094258	400	1	602
1098762	400	1	831
1103267	400	1	610
1107771	400	1	1061
1112275	400	1	1173
1116780	400	0	775
1121284	400	1	1348
1125789	400	1	915
1130293	400	1	660
1134798	400	1	1212
1139302	400	1	731
1143807	400	1	696
1148311	400	1	741
1152816	400	1	972
1157320	400	1	1179
1161825	400	1	837
1166329	400	1	1030
1170834	400	1	1128
1175338	400	1	615
1179843	400	0	1449
1184347	400	1	679
1188852	400	1	837
1193356	400	1	838
1197860	400	1	759
1202365	400	1	1007
1206869	400	1	810
1211374	400	1	521
1215878	400	1	1164
1220383	400	1	467
1224887	400	1	615
1229392	400	1	1279
1233896	400	0	1252
1238401	400	1	787
1242905	400	1	777
1247410	400	1	931
1251914	400	1	603
1256418	400	1	1429
1260923	400	1	757
1265427	400	1	855
1269932	400	1	546
1274436	400	1	687
1278941	400	1	1045
1283445	400	1	836
1287950	400	1	674
1292454	400	0	1287
1296959	400	1	1169
1301463	400	0	1025
1305968	400	1	1034
1310472	400	1	678
1314976	400	1	715
1319481	400	1	611
1323985	400	1	699
1328490	400	1	906
1332994	400	1	1038
