onset	duration	ACC	RT
213885	400	1	893
218389	400	0	551
222894	400	1	964
227398	400	1	1042
231903	400	1	731
236407	400	1	578
240912	400	0	1335
245416	400	1	791
249920	400	1	496
254425	400	1	771
258929	400	0	730
263434	400	1	703
267938	400	1	648
272443	400	1	893
276947	400	1	1114
281452	400	1	546
285956	400	1	720
290461	400	1	1034
294965	400	1	754
299470	400	0	886
303974	400	0	1305
308478	400	1	522
312983	400	1	614
317487	400	1	607
321992	400	1	751
326496	400	0	582
331001	400	1	1208
335505	400	1	809
340010	400	1	757
344514	400	1	1180
349019	400	1	788
353523	400	1	1295
358028	400	1	714
362532	400	1	571
367036	400	1	505
371541	400	1	514
376045	400	1	614
380550	400	1	636
385054	400	1	1024
389559	400	1	1350
394063	400	1	545
398568	400	1	682
403072	400	1	628
407577	400	1	589
412081	400	1	535
416586	400	1	803
421090	400	1	663
425595	400	1	880
430099	400	1	646
434603	400	0	1097
439108	400	1	1378
443612	400	0	1052
448117	400	0	780
452621	400	1	628
457126	400	1	1010
461630	400	1	1006
466135	400	1	482
470639	400	0	659
475144	400	1	611
479648	400	1	995
520021	400	1	613
524526	400	0	760
529030	400	1	587
533535	400	0	495
538039	400	1	619
542544	400	1	423
547048	400	1	640
551553	400	1	599
556057	400	1	1639
560562	400	0	1052
565066	400	0	604
569571	400	1	452
574075	400	0	1111
578580	400	1	500
583084	400	0	813
587588	400	1	930
592093	400	0	1093
596597	400	1	698
601102	400	1	754
605606	400	1	532
610111	400	1	860
614615	400	1	905
619120	400	1	549
623624	400	1	712
628129	400	1	571
632633	400	1	804
637138	400	1	581
641642	400	1	1129
646147	400	0	839
650651	400	1	764
655155	400	1	1379
659660	400	1	934
664164	400	1	704
668669	400	1	903
673173	400	1	1324
677678	400	0	1015
682182	400	0	678
686687	400	1	696
691191	400	1	901
695696	400	1	616
700200	400	1	735
704705	400	1	395
709209	400	1	523
713714	400	1	1055
718218	400	0	752
722722	400	1	833
727227	400	1	773
731731	400	1	607
736236	400	0	958
740740	400	1	550
745245	400	1	477
749749	400	1	1084
754254	400	1	893
758758	400	1	462
763263	400	1	662
767767	400	1	1290
772272	400	1	632
776776	400	1	1163
781281	400	1	842
785785	400	1	642
829729	400	1	620
834233	400	1	817
838737	400	0	484
843242	400	1	748
847746	400	1	593
852251	400	0	0
856755	400	1	569
861260	400	0	783
865764	400	1	882
870269	400	1	948
874773	400	0	932
879278	400	0	685
883782	400	1	713
888287	400	1	536
892791	400	1	621
897296	400	1	1058
901800	400	1	858
906304	400	0	858
910809	400	0	857
915313	400	0	1460
919818	400	1	568
924322	400	0	738
928827	400	0	1255
933331	400	1	715
937836	400	1	893
942340	400	1	1048
946845	400	1	561
951349	400	1	819
955853	400	1	842
960358	400	0	353
964862	400	0	862
969367	400	1	1017
973871	400	1	845
978376	400	0	1003
982880	400	1	550
987385	400	1	735
991889	400	1	509
996394	400	1	523
1000898	400	1	674
1005403	400	1	1201
1009907	400	0	1600
1014412	400	0	857
1018916	400	1	655
1023421	400	1	548
1027925	400	0	1003
1032429	400	1	753
1036934	400	1	797
1041438	400	1	981
1045943	400	1	945
1050447	400	1	667
1054952	400	0	0
1059456	400	0	1021
1063961	400	1	930
1068465	400	1	669
1072970	400	1	869
1077474	400	0	1375
1081979	400	1	697
1086483	400	0	1399
1090988	400	1	880
1095492	400	0	1091
1132629	400	0	1039
1137133	400	1	619
1141638	400	0	1194
1146142	400	1	657
1150647	400	1	837
1155151	400	1	993
1159656	400	1	562
1164160	400	1	901
1168664	400	1	521
1173169	400	1	1126
1177673	400	1	1355
1182178	400	0	1073
1186682	400	1	1135
1191187	400	1	420
1195691	400	1	507
1200196	400	1	916
1204700	400	1	872
1209205	400	1	716
1213709	400	1	538
1218214	400	0	1223
1222718	400	1	1042
1227222	400	1	631
1231727	400	1	761
1236231	400	0	1536
1240736	400	1	592
1245240	400	1	964
1249745	400	1	960
1254249	400	1	1170
1258754	400	1	805
1263258	400	1	1532
1267763	400	1	674
1272267	400	1	950
1276772	400	1	1043
1281276	400	1	961
1285781	400	1	507
1290285	400	0	866
1294789	400	1	500
1299294	400	0	897
1303798	400	1	684
1308303	400	1	1100
1312807	400	1	534
1317312	400	1	1562
1321816	400	1	692
1326321	400	1	614
1330825	400	1	641
1335330	400	1	784
1339834	400	0	1004
1344339	400	1	1125
1348843	400	1	1461
1353347	400	1	764
1357852	400	1	633
1362356	400	1	770
1366861	400	0	0
1371365	400	1	1362
1375870	400	1	571
1380374	400	0	930
1384879	400	1	462
1389383	400	1	480
1393888	400	1	629
1398392	400	1	808
