onset	duration	ACC	RT
181753	400	0	0
186257	400	1	641
190762	400	0	639
195266	400	0	633
199771	400	0	0
204275	400	0	648
208780	400	0	0
213284	400	1	655
217788	400	1	448
222293	400	1	532
226797	400	0	692
231302	400	0	0
235806	400	1	704
240311	400	1	690
244815	400	0	0
249320	400	1	629
253824	400	0	1484
258329	400	1	853
262833	400	1	456
267338	400	1	18
271842	400	1	539
276347	400	1	487
280851	400	0	0
285355	400	1	417
289860	400	1	470
294364	400	0	0
298869	400	1	995
303373	400	1	672
307878	400	1	786
312382	400	1	470
316887	400	1	765
321391	400	0	6
325896	400	0	729
330400	400	1	477
334905	400	0	505
339409	400	0	23
343914	400	1	824
348418	400	1	476
352923	400	1	583
357427	400	1	643
361931	400	1	547
366436	400	1	747
370940	400	1	538
375445	400	1	1289
379949	400	1	490
384454	400	0	548
388958	400	0	0
393463	400	1	120
397967	400	0	444
402472	400	1	366
406976	400	0	713
411481	400	1	570
415985	400	0	0
420490	400	0	112
424994	400	1	459
429498	400	1	769
434003	400	1	438
438507	400	0	999
443012	400	1	1265
447516	400	1	473
488824	400	1	1395
493328	400	0	0
497833	400	0	0
502337	400	0	124
506842	400	0	0
511346	400	1	174
515851	400	0	1091
520355	400	0	476
524860	400	0	292
529364	400	0	0
533869	400	1	680
538373	400	0	643
542878	400	0	0
547382	400	0	237
551886	400	0	682
556391	400	1	513
560895	400	1	1243
565400	400	1	514
569904	400	0	0
574409	400	0	0
578913	400	0	0
583418	400	1	485
587922	400	1	971
592427	400	1	387
596931	400	0	0
601436	400	0	0
605940	400	1	1084
610444	400	0	243
614949	400	1	399
619453	400	1	427
623958	400	0	227
628462	400	0	1013
632967	400	1	970
637471	400	1	597
641976	400	1	702
646480	400	0	742
650985	400	0	0
655489	400	0	259
659994	400	0	0
664498	400	0	0
669003	400	0	493
673507	400	1	464
678011	400	1	618
682516	400	0	479
687020	400	1	1486
691525	400	1	1324
696029	400	1	1342
700534	400	1	512
705038	400	1	1054
709543	400	1	922
714047	400	1	457
718552	400	1	461
723056	400	1	156
727561	400	1	689
732065	400	0	268
736570	400	0	221
741074	400	0	167
745578	400	0	1233
750083	400	0	0
754588	400	1	808
810243	400	0	148
814747	400	0	0
819251	400	0	65
823756	400	0	0
828260	400	0	0
832765	400	0	316
837269	400	1	615
841774	400	0	0
846278	400	0	66
850783	400	0	519
855287	400	0	1
859792	400	0	401
864296	400	0	0
868801	400	1	118
873305	400	1	1560
877809	400	0	537
882314	400	0	238
886818	400	1	1582
891323	400	0	0
895827	400	0	0
900332	400	0	363
904836	400	1	1517
909341	400	0	0
913845	400	0	0
918350	400	0	0
922854	400	1	1161
927359	400	1	1429
931863	400	0	1143
936368	400	0	1087
940872	400	0	0
945376	400	1	560
949881	400	1	1149
954385	400	0	412
958890	400	0	0
963394	400	0	0
967899	400	0	620
972403	400	0	114
976908	400	0	110
981412	400	1	681
985917	400	1	610
990421	400	0	1176
994926	400	0	1423
999430	400	1	908
1003935	400	1	1183
1008439	400	0	1382
1012943	400	1	1202
1017448	400	1	754
1021952	400	0	0
1026457	400	1	935
1030961	400	1	1106
1035466	400	0	323
1039970	400	1	115
1044475	400	0	0
1048979	400	0	1063
1053483	400	1	660
1057988	400	1	618
1062492	400	1	1150
1066997	400	1	879
1071501	400	0	1492
1076006	400	1	574
1136299	400	1	403
1140803	400	1	505
1145308	400	1	1392
1149812	400	1	603
1154317	400	0	1237
1158821	400	1	772
1163326	400	1	518
1167830	400	1	488
1172335	400	1	458
1176839	400	1	621
1181343	400	1	756
1185848	400	1	696
1190352	400	1	662
1194857	400	1	513
1199361	400	1	592
1203866	400	1	501
1208370	400	1	669
1212875	400	1	605
1217379	400	1	1039
1221884	400	1	643
1226388	400	0	1520
1230893	400	1	536
1235397	400	1	520
1239901	400	1	659
1244406	400	1	623
1248910	400	1	1040
1253415	400	1	576
1257919	400	1	660
1262424	400	1	1158
1266928	400	1	716
1271433	400	0	1388
1275937	400	1	1291
1280442	400	1	528
1284946	400	0	0
1289451	400	0	927
1293955	400	0	1233
1298460	400	1	1106
1302964	400	1	644
1307469	400	0	1012
1311973	400	1	722
1316477	400	1	657
1320982	400	1	1159
1325486	400	0	681
1329991	400	0	660
1334495	400	1	758
1339000	400	1	854
1343504	400	1	845
1348009	400	1	775
1352513	400	1	893
1357018	400	1	576
1361522	400	1	514
1366026	400	1	1077
1370531	400	1	558
1375035	400	1	1315
1379540	400	1	737
1384044	400	1	526
1388549	400	1	636
1393053	400	1	837
1397558	400	1	1260
1402062	400	1	755
